,lon,lat,folder,Zona
1121,-93.0254,14.1045,2019-03-06-0318,SC
1122,-93.7838,14.5296,2019-03-06-0917,SC
1123,-92.5293,14.6847,2019-03-08-1553,SC
1124,-92.6183,14.8517,2019-03-09-0706,SC
1125,-92.8095,15.0539,2019-03-09-0903,SC
1126,-93.0373,14.168,2019-03-09-1349,SC
1127,-94.0411,15.601,2019-03-10-1917,SC
1128,-93.0309,14.1129,2019-03-11-0514,SC
1129,-92.4684,13.3731,2019-03-11-1908,SC
1130,-92.558,14.7451,2019-03-12-0525,SC
1131,-92.891,13.7763,2019-03-15-1141,SC
1132,-92.3991,13.9975,2019-03-16-0228,SC
1133,-92.5683,13.9183,2019-03-16-0239,SC
1134,-92.631,14.7256,2019-03-17-0529,SC
1135,-92.6903,14.6136,2019-03-19-0425,SC
1136,-93.4877,14.3526,2019-03-19-2337,SC
1137,-92.9846,14.459,2019-03-20-2116,SC
1138,-94.802,15.1412,2019-03-24-1227,SC
1139,-92.8634,15.3686,2019-03-24-1741,SC
1140,-93.7576,13.9478,2019-03-31-1038,SC
1141,-93.0384,15.4695,2019-04-01-0335,SC
1142,-92.6055,14.6883,2019-04-01-0623,SC
1143,-94.6577,15.3848,2019-04-04-0028,SC
1144,-92.2304,13.2851,2019-04-04-2254,SC
1145,-92.9757,15.007,2019-04-11-0541,SC
1146,-93.0455,14.4284,2019-04-12-1331,SC
1147,-92.6906,14.7791,2019-04-13-1534,SC
1148,-93.5991,14.4556,2019-04-14-0251,SC
1149,-92.5175,14.6202,2019-04-14-1929,SC
1150,-92.6686,14.6867,2019-04-19-1143,SC
1151,-92.8554,13.827,2019-04-19-1942,SC
1152,-93.0074,14.1414,2019-04-26-1004,SC
1153,-86.4616,16.8535,2019-04-28-0744,SC
1154,-92.5386,14.683,2019-04-29-0924,SC
1155,-92.5441,14.7581,2019-04-30-0352,SC
1156,-91.7453,17.3055,2019-05-08-0418,SC
1157,-92.8382,13.7285,2019-05-09-1822,SC
1158,-93.2111,14.3535,2019-05-09-2059,SC
1159,-92.9137,14.3524,2019-05-12-1002,SC
1160,-94.1002,14.841,2019-05-12-2324,SC
1161,-93.8554,14.551,2019-05-12-2356,SC
1162,-94.0172,14.9594,2019-05-13-0150,SC
1163,-93.0006,13.9154,2019-05-13-1903,SC
1164,-93.1825,14.9313,2019-05-14-0619,SC
1165,-87.3043,12.5383,2019-05-14-1615,SC
1166,-93.06,13.902,2019-05-16-0147,SC
1167,-93.63,15.4164,2019-05-16-0710,SC
1168,-88.0276,12.6587,2019-05-16-1622,SC
1169,-93.3212,14.5459,2019-05-19-1757,SC
1170,-92.523,14.5468,2019-05-26-0547,SC
1171,-92.5681,13.9801,2019-05-29-0616,SC
1172,-92.6064,14.3453,2019-05-29-1341,SC
1173,-92.7785,15.1018,2019-05-29-1348,SC
1174,-92.5895,13.6236,2019-05-30-0853,SC
1175,-92.5899,13.8717,2019-05-31-1509,SC
1176,-92.7931,16.2042,2019-06-01-0709,SC
1177,-92.8437,15.2152,2019-06-05-0526,SC
1178,-94.4038,15.434,2019-06-08-0825,SC
1179,-87.6413,15.0303,2019-06-09-0632,SC
1180,-92.577,14.5539,2019-06-10-0349,SC
1181,-93.3404,14.339,2019-06-14-0706,SC
1182,-93.2844,14.5616,2019-06-14-0841,SC
1183,-93.3257,14.2815,2019-06-14-1626,SC
1184,-93.2627,14.1441,2019-06-14-1635,SC
1185,-93.0428,14.3555,2019-06-14-1658,SC
1186,-93.2433,14.487,2019-06-14-1712,SC
1187,-93.2034,14.8698,2019-06-14-1743,SC
1188,-93.2521,14.344,2019-06-14-1813,SC
1189,-93.1756,14.2028,2019-06-14-1827,SC
1190,-93.3882,14.6791,2019-06-14-1830,SC
1191,-93.1564,14.2854,2019-06-14-1836,SC
1192,-92.8141,14.0734,2019-06-15-0406,SC
1193,-93.2816,14.2039,2019-06-15-0453,SC
1194,-93.2268,14.1944,2019-06-15-1550,SC
1195,-92.7562,14.7155,2019-06-15-1553,SC
1196,-93.1085,13.6503,2019-06-16-0558,SC
1197,-89.3659,11.8971,2019-06-17-2108,SC
1198,-92.7154,14.2398,2019-06-18-1615,SC
1199,-93.3659,14.6737,2019-06-19-1559,SC
1200,-94.2338,14.6167,2019-06-20-0659,SC
1201,-92.5727,15.0618,2019-06-21-0851,SC
1202,-92.6201,14.4511,2019-06-21-1716,SC
1203,-93.0116,14.2655,2019-06-22-2148,SC
1204,-93.1213,14.373,2019-06-22-2231,SC
1205,-92.8616,13.7912,2019-06-22-2308,SC
1206,-92.8255,14.2867,2019-06-22-2315,SC
1207,-93.0908,14.2642,2019-06-23-0246,SC
1208,-93.0612,14.2112,2019-06-23-0530,SC
1209,-93.0406,14.4207,2019-06-23-0602,SC
1210,-92.8704,14.2319,2019-06-23-0742,SC
1211,-92.7709,14.289,2019-06-23-0745,SC
1212,-93.453,14.8457,2019-06-23-1105,SC
1213,-92.8529,14.0247,2019-06-23-2236,SC
1214,-92.6979,14.471,2019-06-24-0054,SC
1215,-92.8257,14.2866,2019-06-24-0409,SC
1216,-93.6743,14.6697,2019-06-24-0951,SC
1217,-93.5224,14.7234,2019-06-24-0952,SC
1218,-93.0462,14.2673,2019-06-24-1011,SC
1219,-92.5191,14.8458,2019-06-24-1034,SC
1220,-92.7707,14.121,2019-06-24-1233,SC
1221,-92.4374,13.9775,2019-06-24-1252,SC
1222,-92.7056,13.9764,2019-06-24-1255,SC
1223,-93.6083,14.6757,2019-06-25-1022,SC
1224,-93.131,14.3738,2019-06-26-0216,SC
1225,-93.1163,14.2591,2019-06-26-0721,SC
1226,-92.8786,14.2377,2019-06-26-1238,SC
1227,-92.3941,13.2928,2019-06-28-0206,SC
1228,-93.535,14.1684,2019-06-28-0620,SC
1229,-93.0898,14.3633,2019-06-29-0617,SC
1230,-93.5498,14.6182,2019-06-29-2005,SC
1231,-93.1907,14.3194,2019-06-30-2334,SC
1232,-93.0738,14.2859,2019-07-01-0137,SC
1233,-92.6779,14.7512,2019-07-02-0659,SC
1234,-93.4282,14.2886,2019-07-02-0808,SC
1235,-92.8518,14.8963,2019-07-04-1301,SC
1236,-92.4959,14.6699,2019-07-06-1133,SC
1237,-93.0632,14.5814,2019-07-06-1519,SC
1238,-92.4021,14.91,2019-07-07-1228,SC
1239,-92.9109,16.1772,2019-07-08-1943,SC
1240,-94.2799,14.4785,2019-07-12-0133,SC
1241,-92.7249,14.4998,2019-07-13-1643,SC
1242,-93.7564,15.0153,2019-07-14-1826,SC
1243,-94.6634,14.8608,2019-07-15-1126,SC
1244,-95.0337,15.5029,2019-07-17-0625,SC
1245,-92.6904,14.5149,2019-07-17-1905,SC
1246,-92.5195,14.6378,2019-07-18-1624,SC
1247,-92.4832,14.5845,2019-07-19-0537,SC
1248,-92.7145,14.6386,2019-07-20-0712,SC
1249,-93.0748,14.4047,2019-07-20-0936,SC
1250,-93.3831,15.2184,2019-07-21-1902,SC
1251,-92.9556,15.1666,2019-07-22-0211,SC
1252,-93.9184,14.8097,2019-07-22-1959,SC
1253,-92.4584,14.4892,2019-07-23-1001,SC
1254,-92.8041,14.6701,2019-07-25-1638,SC
1255,-92.5435,14.5039,2019-07-26-0437,SC
1256,-92.4331,15.0324,2019-07-29-0430,SC
1257,-93.5608,13.7768,2019-07-31-0709,SC
1258,-93.0195,14.1657,2019-08-02-0227,SC
1259,-93.0987,14.1117,2019-08-05-0016,SC
1260,-92.6506,14.5782,2019-08-07-0148,SC
1261,-93.8824,15.9605,2019-08-12-2038,SC
1262,-92.6767,14.4356,2019-08-13-1530,SC
1263,-92.8837,14.9327,2019-08-14-0839,SC
1264,-90.5037,12.3499,2019-08-18-0017,SC
1265,-92.6465,14.5784,2019-08-18-0127,SC
1266,-87.3,16.5776,2019-08-19-0324,SC
1267,-88.2463,12.2762,2019-08-19-1137,SC
1268,-92.8881,14.549,2019-08-25-0053,SC
1269,-92.6116,14.3782,2019-08-25-0226,SC
1270,-93.3769,13.9048,2019-08-25-0739,SC
1271,-92.6085,13.3758,2019-08-26-0943,SC
1272,-92.4657,14.5036,2019-08-26-0950,SC
1273,-93.0267,13.9738,2019-08-27-0503,SC
1274,-92.4103,14.3343,2019-08-28-2026,SC
1275,-92.5694,14.2853,2019-08-30-0926,SC
1276,-92.8067,15.0755,2019-09-01-0733,SC
1277,-92.5892,14.4618,2019-09-01-1619,SC
1278,-92.7794,14.3011,2019-09-03-0534,SC
1279,-92.6949,14.6076,2019-09-03-0922,SC
1280,-92.7364,14.8131,2019-09-03-1926,SC
1281,-92.7795,14.481,2019-09-09-0603,SC
1282,-92.4259,14.1172,2019-09-10-2352,SC
1283,-93.2158,13.9393,2019-09-13-0120,SC
1284,-93.3831,14.4993,2019-09-14-1834,SC
1285,-94.1462,14.7496,2019-09-15-1150,SC
1286,-93.1392,13.6912,2019-09-18-0301,SC
1287,-87.3814,15.1458,2019-09-20-1515,SC
1288,-92.574,14.2606,2019-09-20-1744,SC
1289,-93.0695,14.1565,2019-09-20-2117,SC
1290,-92.5418,14.6167,2019-09-21-0440,SC
1291,-94.1657,15.953,2019-09-22-0150,SC
1292,-92.6059,13.6659,2019-09-24-0858,SC
1293,-93.5773,15.5281,2019-09-26-0332,SC
1294,-93.9323,14.7599,2019-09-28-0415,SC
1295,-94.2468,15.108,2019-09-29-1106,SC
1296,-95.0688,15.3923,2019-10-02-1013,SC
1297,-92.6131,14.3049,2019-10-05-0931,SC
1298,-92.4606,14.6857,2019-10-09-0824,SC
1299,-92.639,14.6586,2019-10-13-1121,SC
1300,-92.9768,14.3429,2019-10-13-1732,SC
1301,-92.4525,15.0113,2019-10-14-1931,SC
1302,-93.352,16.215,2019-10-15-1033,SC
1303,-92.6394,14.5519,2019-10-18-0655,SC
1304,-93.5528,15.2242,2019-10-22-0900,SC
1305,-94.0996,14.8001,2019-10-23-0248,SC
1306,-93.2345,15.5357,2019-10-24-1445,SC
1307,-94.7052,15.2355,2019-10-26-0921,SC
1308,-94.6161,15.0445,2019-10-26-0959,SC
1309,-93.1556,14.0534,2019-10-27-1839,SC
1310,-93.5368,15.7018,2019-10-30-0053,SC
1311,-93.1791,14.0813,2019-11-03-0552,SC
1312,-93.2967,14.5464,2019-11-04-2335,SC
1313,-93.2464,14.9724,2019-11-05-2045,SC
1314,-88.2141,12.3942,2019-11-06-2038,SC
1315,-92.4253,14.5425,2019-11-13-1138,SC
1316,-93.7456,14.7654,2019-11-17-1025,SC
1317,-92.4957,14.4877,2019-11-19-0812,SC
1318,-93.1844,13.904,2019-11-20-0426,SC
1319,-93.2638,13.8627,2019-11-20-1129,SC
1320,-92.6545,13.8137,2019-11-23-0203,SC
1321,-92.9537,14.1323,2019-11-24-2051,SC
1322,-92.6441,14.864,2019-11-29-0709,SC
1323,-92.398,14.9293,2019-11-29-0717,SC
1324,-93.0822,14.647,2019-11-29-2137,SC
1325,-92.7431,14.6687,2019-12-01-2207,SC
1326,-93.0371,14.8545,2019-12-02-0430,SC
1327,-92.565,13.8206,2019-12-03-1610,SC
1328,-93.0866,13.869,2019-12-05-0802,SC
1329,-92.595,14.5967,2019-12-10-0849,SC
1330,-94.431,14.2731,2019-12-10-1113,SC
1331,-92.7115,14.7543,2019-12-14-0708,SC
1332,-93.851,14.7249,2019-12-19-1320,SC
1333,-92.5155,13.6863,2019-12-21-0952,SC
1334,-92.5261,14.0601,2019-12-23-0218,SC
1335,-92.9878,13.7375,2019-12-23-1547,SC
1336,-93.0632,14.4003,2019-12-24-2313,SC
1337,-93.2066,13.686,2019-12-24-2354,SC
1338,-92.776,13.7021,2019-12-25-1550,SC
1339,-92.5668,14.7333,2019-12-25-1826,SC
1340,-92.8444,14.955,2019-12-26-0941,SC
1341,-93.0824,14.1872,2019-12-27-1534,SC
1342,-92.9385,13.4889,2019-12-28-1413,SC
1343,-93.0245,13.846,2019-12-29-1022,SC
1344,-92.4745,14.0301,2020-01-01-1646,SC
